bus;reduction
mrt_676581trf_34_5260a;-3.0184382509920376
29661;-3.0332168975002283
561871;-3.0429243489716065
325221;-3.0452354579562027
689391;-3.047394986013888
722851;-3.0515314321142064
71221;-3.054716280220447
70261;-3.0617364993061287
71321;-3.0623361484006075
44121;-3.0701297168358224
580921;-3.135667768433084
574241;-3.1705869561743363
326341;-3.2135578599663113
11401;-3.2148823615668753
mrt_614831trf_6_3604a;-3.2193205200280985
585541;-3.2210983219765374
13951;-3.2502796792375754
376921;-3.269659583438578
580851;-3.2732681939550687
331901;-3.2750041197091697
266151;-3.3660519279730536
mrt_359221trf_16_2428a;-3.3687533984481703
mrt_331991trf_6_6394a;-3.373957216468515
56911;-3.3752646360785015
631721;-3.391690039945125
814991;-3.395931640948575
818971;-3.398907953509653
818841;-3.405386225984124
818431;-3.428479362043106
mrt_7321trf_16_3545a;-3.432051041121639
72841;-3.433125119926057
818321;-3.4354353551876073
27221;-3.4524681602246403
74131;-3.4581141043061123
817871;-3.4706503614925666
817781;-3.476879442490997
822391;-3.482083831196171
61411;-3.484974856288332
817661;-3.4862649908774763
14031;-3.487657740675047
824481;-3.5002703133973334
824551;-3.509935568572935
46751;-3.5185507787064516
722651;-3.519980718099795
46731;-3.5213895732018905
817151;-3.5234362913672044
815501;-3.542601292743118
822651;-3.5525822194894587
50021;-3.5659417476863062
790021;-3.569583099705099
134561;-3.6027312197686676
813661;-3.6049265152545615
60971;-3.608676010440618
801171;-3.618287416241902
801021;-3.655530380296817
801451;-3.703754031148641
820631;-3.7067895826735153
801411;-3.710605161335131
801291;-3.730620004576508
60551;-3.737129370389841
800641;-3.7371300308694906
18091;-3.7403433390241005
800511;-3.755936988222146
62221;-3.7611028278472
28631;-3.763300713181472
62311;-3.775385792397323
68161;-3.7905410695983512
66401;-3.791168407891611
241;-3.7932348028142293
48741;-3.79868233552968
74041;-3.8226525145577135
44361;-3.82545909760422
71611;-3.8855374340477766
73971;-3.8874406093650933
337701;-3.8980998864647667
74741;-3.9011085402743504
814981;-3.9077142336079795
